run1,run2,jaccard_edge_similarity
20241209_000851_corn stover_to_ethanol_(6),20241209_004018_corn stover_to_ethanol_(13),0.4666666666666667
20241209_000851_corn stover_to_ethanol_(6),20241209_004018_corn stover_to_ethanol_(14),0.3333333333333333
20241209_000851_corn stover_to_ethanol_(6),20241209_004018_corn stover_to_ethanol_(15),0.3333333333333333
20241209_000851_corn stover_to_ethanol_(6),20241209_004018_corn stover_to_ethanol_(16),0.4666666666666667
20241209_000851_corn stover_to_ethanol_(6),20241209_004018_corn stover_to_ethanol_(17),0.4117647058823529
20241209_000851_corn stover_to_ethanol_(6),20241209_004018_corn stover_to_ethanol_(18),0.4375
20241209_000851_corn stover_to_ethanol_(6),20241209_004018_corn stover_to_ethanol_(19),0.29411764705882354
20241209_000851_corn stover_to_ethanol_(6),20241209_004018_corn stover_to_ethanol_(2),0.4
20241209_000851_corn stover_to_ethanol_(6),20241209_004018_corn stover_to_ethanol_(20),0.4666666666666667
20241209_000851_corn stover_to_ethanol_(6),20241209_004018_corn stover_to_ethanol_(3),0.4666666666666667
20241209_000851_corn stover_to_ethanol_(6),20241209_004018_corn stover_to_ethanol_(4),0.4666666666666667
20241209_000851_corn stover_to_ethanol_(6),20241209_004018_corn stover_to_ethanol_(5),0.3888888888888889
20241209_000851_corn stover_to_ethanol_(6),20241209_004018_corn stover_to_ethanol_(6),0.2631578947368421
20241209_000851_corn stover_to_ethanol_(6),20241209_004018_corn stover_to_ethanol_(7),0.6666666666666666
20241209_000851_corn stover_to_ethanol_(6),20241209_004018_corn stover_to_ethanol_(8),0.6153846153846154
20241209_000851_corn stover_to_ethanol_(6),20241209_004018_corn stover_to_ethanol_(9),0.5
20241209_000851_corn stover_to_ethanol_(7),20241209_000851_corn stover_to_ethanol_(8),0.23809523809523808
20241209_000851_corn stover_to_ethanol_(7),20241209_000851_corn stover_to_ethanol_(9),0.3888888888888889
20241209_000851_corn stover_to_ethanol_(7),20241209_001652_corn stover_to_ethanol_(1),0.42857142857142855
20241209_000851_corn stover_to_ethanol_(7),20241209_001652_corn stover_to_ethanol_(10),0.45
20241209_000851_corn stover_to_ethanol_(7),20241209_001652_corn stover_to_ethanol_(11),0.35
20241209_000851_corn stover_to_ethanol_(7),20241209_001652_corn stover_to_ethanol_(12),0.42105263157894735
20241209_000851_corn stover_to_ethanol_(7),20241209_001652_corn stover_to_ethanol_(13),0.3333333333333333
20241209_000851_corn stover_to_ethanol_(7),20241209_001652_corn stover_to_ethanol_(14),0.23809523809523808
20241209_000851_corn stover_to_ethanol_(7),20241209_001652_corn stover_to_ethanol_(15),0.2857142857142857
20241209_000851_corn stover_to_ethanol_(7),20241209_001652_corn stover_to_ethanol_(16),0.3157894736842105
20241209_000851_corn stover_to_ethanol_(7),20241209_001652_corn stover_to_ethanol_(17),0.2857142857142857
20241209_000851_corn stover_to_ethanol_(7),20241209_001652_corn stover_to_ethanol_(18),0.3684210526315789
20241209_000851_corn stover_to_ethanol_(7),20241209_001652_corn stover_to_ethanol_(19),0.16666666666666666
20241209_000851_corn stover_to_ethanol_(7),20241209_001652_corn stover_to_ethanol_(2),0.3333333333333333
20241209_000851_corn stover_to_ethanol_(7),20241209_001652_corn stover_to_ethanol_(20),0.2857142857142857
20241209_000851_corn stover_to_ethanol_(7),20241209_001652_corn stover_to_ethanol_(3),0.20833333333333334
20241209_000851_corn stover_to_ethanol_(7),20241209_001652_corn stover_to_ethanol_(4),0.21739130434782608
20241209_000851_corn stover_to_ethanol_(7),20241209_001652_corn stover_to_ethanol_(5),0.3888888888888889
20241209_000851_corn stover_to_ethanol_(7),20241209_001652_corn stover_to_ethanol_(6),0.4444444444444444
20241209_000851_corn stover_to_ethanol_(7),20241209_001652_corn stover_to_ethanol_(7),0.35
20241209_000851_corn stover_to_ethanol_(7),20241209_001652_corn stover_to_ethanol_(8),0.30434782608695654
20241209_000851_corn stover_to_ethanol_(7),20241209_001652_corn stover_to_ethanol_(9),0.5555555555555556
20241209_000851_corn stover_to_ethanol_(7),20241209_003530_corn stover_to_ethanol_(1),0.2608695652173913
20241209_000851_corn stover_to_ethanol_(7),20241209_003530_corn stover_to_ethanol_(10),0.5263157894736842
20241209_000851_corn stover_to_ethanol_(7),20241209_003530_corn stover_to_ethanol_(11),0.42105263157894735
20241209_000851_corn stover_to_ethanol_(7),20241209_003530_corn stover_to_ethanol_(12),0.3181818181818182
20241209_000851_corn stover_to_ethanol_(7),20241209_003530_corn stover_to_ethanol_(13),0.42105263157894735
20241209_000851_corn stover_to_ethanol_(7),20241209_003530_corn stover_to_ethanol_(14),0.42105263157894735
20241209_000851_corn stover_to_ethanol_(7),20241209_003530_corn stover_to_ethanol_(15),0.4
20241209_000851_corn stover_to_ethanol_(7),20241209_003530_corn stover_to_ethanol_(16),0.3684210526315789
20241209_000851_corn stover_to_ethanol_(7),20241209_003530_corn stover_to_ethanol_(17),0.16666666666666666
20241209_000851_corn stover_to_ethanol_(7),20241209_003530_corn stover_to_ethanol_(18),0.45
20241209_000851_corn stover_to_ethanol_(7),20241209_003530_corn stover_to_ethanol_(19),0.42105263157894735
20241209_000851_corn stover_to_ethanol_(7),20241209_003530_corn stover_to_ethanol_(2),0.4444444444444444
20241209_000851_corn stover_to_ethanol_(7),20241209_003530_corn stover_to_ethanol_(20),0.3684210526315789
20241209_000851_corn stover_to_ethanol_(7),20241209_003530_corn stover_to_ethanol_(3),0.21739130434782608
20241209_000851_corn stover_to_ethanol_(7),20241209_003530_corn stover_to_ethanol_(4),0.21739130434782608
20241209_000851_corn stover_to_ethanol_(7),20241209_003530_corn stover_to_ethanol_(5),0.4444444444444444
20241209_000851_corn stover_to_ethanol_(7),20241209_003530_corn stover_to_ethanol_(6),0.35
20241209_000851_corn stover_to_ethanol_(7),20241209_003530_corn stover_to_ethanol_(7),0.16666666666666666
20241209_000851_corn stover_to_ethanol_(7),20241209_003530_corn stover_to_ethanol_(8),0.4444444444444444
20241209_000851_corn stover_to_ethanol_(7),20241209_003530_corn stover_to_ethanol_(9),0.3181818181818182
20241209_000851_corn stover_to_ethanol_(7),20241209_003719_corn stover_to_ethanol_(1),0.35
20241209_000851_corn stover_to_ethanol_(7),20241209_003719_corn stover_to_ethanol_(10),0.36363636363636365
20241209_000851_corn stover_to_ethanol_(7),20241209_003719_corn stover_to_ethanol_(11),0.30434782608695654
20241209_000851_corn stover_to_ethanol_(7),20241209_003719_corn stover_to_ethanol_(12),0.3888888888888889
20241209_000851_corn stover_to_ethanol_(7),20241209_003719_corn stover_to_ethanol_(13),0.34782608695652173
20241209_000851_corn stover_to_ethanol_(7),20241209_003719_corn stover_to_ethanol_(14),0.38095238095238093
20241209_000851_corn stover_to_ethanol_(7),20241209_003719_corn stover_to_ethanol_(15),0.47368421052631576
20241209_000851_corn stover_to_ethanol_(7),20241209_003719_corn stover_to_ethanol_(16),0.3684210526315789
20241209_000851_corn stover_to_ethanol_(7),20241209_003719_corn stover_to_ethanol_(17),0.34782608695652173
20241209_000851_corn stover_to_ethanol_(7),20241209_003719_corn stover_to_ethanol_(18),0.38095238095238093
20241209_000851_corn stover_to_ethanol_(7),20241209_003719_corn stover_to_ethanol_(19),0.3333333333333333
20241209_000851_corn stover_to_ethanol_(7),20241209_003719_corn stover_to_ethanol_(2),0.3333333333333333
20241209_000851_corn stover_to_ethanol_(7),20241209_003719_corn stover_to_ethanol_(20),0.3333333333333333
20241209_000851_corn stover_to_ethanol_(7),20241209_003719_corn stover_to_ethanol_(3),0.3181818181818182
20241209_000851_corn stover_to_ethanol_(7),20241209_003719_corn stover_to_ethanol_(4),0.5882352941176471
20241209_000851_corn stover_to_ethanol_(7),20241209_003719_corn stover_to_ethanol_(5),0.4
20241209_000851_corn stover_to_ethanol_(7),20241209_003719_corn stover_to_ethanol_(6),0.4444444444444444
20241209_000851_corn stover_to_ethanol_(7),20241209_003719_corn stover_to_ethanol_(7),0.3333333333333333
20241209_000851_corn stover_to_ethanol_(7),20241209_003719_corn stover_to_ethanol_(8),0.42105263157894735
20241209_000851_corn stover_to_ethanol_(7),20241209_003719_corn stover_to_ethanol_(9),0.3684210526315789
20241209_000851_corn stover_to_ethanol_(7),20241209_004018_corn stover_to_ethanol_(1),0.3333333333333333
20241209_000851_corn stover_to_ethanol_(7),20241209_004018_corn stover_to_ethanol_(10),0.3684210526315789
20241209_000851_corn stover_to_ethanol_(7),20241209_004018_corn stover_to_ethanol_(11),0.34782608695652173
20241209_000851_corn stover_to_ethanol_(7),20241209_004018_corn stover_to_ethanol_(12),0.25
20241209_000851_corn stover_to_ethanol_(7),20241209_004018_corn stover_to_ethanol_(13),0.3333333333333333
20241209_000851_corn stover_to_ethanol_(7),20241209_004018_corn stover_to_ethanol_(14),0.3
20241209_000851_corn stover_to_ethanol_(7),20241209_004018_corn stover_to_ethanol_(15),0.25
20241209_000851_corn stover_to_ethanol_(7),20241209_004018_corn stover_to_ethanol_(16),0.3333333333333333
20241209_000851_corn stover_to_ethanol_(7),20241209_004018_corn stover_to_ethanol_(17),0.30434782608695654
20241209_000851_corn stover_to_ethanol_(7),20241209_004018_corn stover_to_ethanol_(18),0.45
20241209_000851_corn stover_to_ethanol_(7),20241209_004018_corn stover_to_ethanol_(19),0.21739130434782608
20241209_000851_corn stover_to_ethanol_(7),20241209_004018_corn stover_to_ethanol_(2),0.35
20241209_000851_corn stover_to_ethanol_(7),20241209_004018_corn stover_to_ethanol_(20),0.3333333333333333
20241209_000851_corn stover_to_ethanol_(7),20241209_004018_corn stover_to_ethanol_(3),0.4
20241209_000851_corn stover_to_ethanol_(7),20241209_004018_corn stover_to_ethanol_(4),0.4
20241209_000851_corn stover_to_ethanol_(7),20241209_004018_corn stover_to_ethanol_(5),0.34782608695652173
20241209_000851_corn stover_to_ethanol_(7),20241209_004018_corn stover_to_ethanol_(6),0.2
20241209_000851_corn stover_to_ethanol_(7),20241209_004018_corn stover_to_ethanol_(7),0.4444444444444444
20241209_000851_corn stover_to_ethanol_(7),20241209_004018_corn stover_to_ethanol_(8),0.42105263157894735
20241209_000851_corn stover_to_ethanol_(7),20241209_004018_corn stover_to_ethanol_(9),0.5
20241209_000851_corn stover_to_ethanol_(8),20241209_000851_corn stover_to_ethanol_(9),0.35294117647058826
20241209_000851_corn stover_to_ethanol_(8),20241209_001652_corn stover_to_ethanol_(1),0.21739130434782608
20241209_000851_corn stover_to_ethanol_(8),20241209_001652_corn stover_to_ethanol_(10),0.2857142857142857
20241209_000851_corn stover_to_ethanol_(8),20241209_001652_corn stover_to_ethanol_(11),0.3157894736842105
20241209_000851_corn stover_to_ethanol_(8),20241209_001652_corn stover_to_ethanol_(12),0.19047619047619047
20241209_000851_corn stover_to_ethanol_(8),20241209_001652_corn stover_to_ethanol_(13),0.18181818181818182
20241209_000851_corn stover_to_ethanol_(8),20241209_001652_corn stover_to_ethanol_(14),0.3333333333333333
20241209_000851_corn stover_to_ethanol_(8),20241209_001652_corn stover_to_ethanol_(15),0.25
20241209_000851_corn stover_to_ethanol_(8),20241209_001652_corn stover_to_ethanol_(16),0.4375
20241209_000851_corn stover_to_ethanol_(8),20241209_001652_corn stover_to_ethanol_(17),0.19047619047619047
20241209_000851_corn stover_to_ethanol_(8),20241209_001652_corn stover_to_ethanol_(18),0.2
20241209_000851_corn stover_to_ethanol_(8),20241209_001652_corn stover_to_ethanol_(19),0.13043478260869565
20241209_000851_corn stover_to_ethanol_(8),20241209_001652_corn stover_to_ethanol_(2),0.3
20241209_000851_corn stover_to_ethanol_(8),20241209_001652_corn stover_to_ethanol_(20),0.3888888888888889
20241209_000851_corn stover_to_ethanol_(8),20241209_001652_corn stover_to_ethanol_(3),0.22727272727272727
20241209_000851_corn stover_to_ethanol_(8),20241209_001652_corn stover_to_ethanol_(4),0.18181818181818182
20241209_000851_corn stover_to_ethanol_(8),20241209_001652_corn stover_to_ethanol_(5),0.4375
20241209_000851_corn stover_to_ethanol_(8),20241209_001652_corn stover_to_ethanol_(6),0.2
20241209_000851_corn stover_to_ethanol_(8),20241209_001652_corn stover_to_ethanol_(7),0.19047619047619047
20241209_000851_corn stover_to_ethanol_(8),20241209_001652_corn stover_to_ethanol_(8),0.21739130434782608
20241209_000851_corn stover_to_ethanol_(8),20241209_001652_corn stover_to_ethanol_(9),0.3684210526315789
20241209_000851_corn stover_to_ethanol_(8),20241209_003530_corn stover_to_ethanol_(1),0.35
20241209_000851_corn stover_to_ethanol_(8),20241209_003530_corn stover_to_ethanol_(10),0.42105263157894735
20241209_000851_corn stover_to_ethanol_(8),20241209_003530_corn stover_to_ethanol_(11),0.25
20241209_000851_corn stover_to_ethanol_(8),20241209_003530_corn stover_to_ethanol_(12),0.35
20241209_000851_corn stover_to_ethanol_(8),20241209_003530_corn stover_to_ethanol_(13),0.3888888888888889
20241209_000851_corn stover_to_ethanol_(8),20241209_003530_corn stover_to_ethanol_(14),0.19047619047619047
20241209_000851_corn stover_to_ethanol_(8),20241209_003530_corn stover_to_ethanol_(15),0.18181818181818182
20241209_000851_corn stover_to_ethanol_(8),20241209_003530_corn stover_to_ethanol_(16),0.3333333333333333
20241209_000851_corn stover_to_ethanol_(8),20241209_003530_corn stover_to_ethanol_(17),0.3684210526315789
20241209_000851_corn stover_to_ethanol_(8),20241209_003530_corn stover_to_ethanol_(18),0.35
20241209_000851_corn stover_to_ethanol_(8),20241209_003530_corn stover_to_ethanol_(19),0.19047619047619047
20241209_000851_corn stover_to_ethanol_(8),20241209_003530_corn stover_to_ethanol_(2),0.2
20241209_000851_corn stover_to_ethanol_(8),20241209_003530_corn stover_to_ethanol_(20),0.6
20241209_000851_corn stover_to_ethanol_(8),20241209_003530_corn stover_to_ethanol_(3),0.18181818181818182
20241209_000851_corn stover_to_ethanol_(8),20241209_003530_corn stover_to_ethanol_(4),0.18181818181818182
20241209_000851_corn stover_to_ethanol_(8),20241209_003530_corn stover_to_ethanol_(5),0.2631578947368421
20241209_000851_corn stover_to_ethanol_(8),20241209_003530_corn stover_to_ethanol_(6),0.25
20241209_000851_corn stover_to_ethanol_(8),20241209_003530_corn stover_to_ethanol_(7),0.13043478260869565
20241209_000851_corn stover_to_ethanol_(8),20241209_003530_corn stover_to_ethanol_(8),0.5
20241209_000851_corn stover_to_ethanol_(8),20241209_003530_corn stover_to_ethanol_(9),0.2857142857142857
20241209_000851_corn stover_to_ethanol_(8),20241209_003719_corn stover_to_ethanol_(1),0.3157894736842105
20241209_000851_corn stover_to_ethanol_(8),20241209_003719_corn stover_to_ethanol_(10),0.21739130434782608
20241209_000851_corn stover_to_ethanol_(8),20241209_003719_corn stover_to_ethanol_(11),0.21739130434782608
20241209_000851_corn stover_to_ethanol_(8),20241209_003719_corn stover_to_ethanol_(12),0.35294117647058826
20241209_000851_corn stover_to_ethanol_(8),20241209_003719_corn stover_to_ethanol_(13),0.20833333333333334
20241209_000851_corn stover_to_ethanol_(8),20241209_003719_corn stover_to_ethanol_(14),0.2857142857142857
20241209_000851_corn stover_to_ethanol_(8),20241209_003719_corn stover_to_ethanol_(15),0.4444444444444444
20241209_000851_corn stover_to_ethanol_(8),20241209_003719_corn stover_to_ethanol_(16),0.4117647058823529
20241209_000851_corn stover_to_ethanol_(8),20241209_003719_corn stover_to_ethanol_(17),0.20833333333333334
20241209_000851_corn stover_to_ethanol_(8),20241209_003719_corn stover_to_ethanol_(18),0.2857142857142857
20241209_000851_corn stover_to_ethanol_(8),20241209_003719_corn stover_to_ethanol_(19),0.25
20241209_000851_corn stover_to_ethanol_(8),20241209_003719_corn stover_to_ethanol_(2),0.3
20241209_000851_corn stover_to_ethanol_(8),20241209_003719_corn stover_to_ethanol_(20),0.3684210526315789
20241209_000851_corn stover_to_ethanol_(8),20241209_003719_corn stover_to_ethanol_(3),0.17391304347826086
20241209_000851_corn stover_to_ethanol_(8),20241209_003719_corn stover_to_ethanol_(4),0.25
20241209_000851_corn stover_to_ethanol_(8),20241209_003719_corn stover_to_ethanol_(5),0.3
20241209_000851_corn stover_to_ethanol_(8),20241209_003719_corn stover_to_ethanol_(6),0.6
20241209_000851_corn stover_to_ethanol_(8),20241209_003719_corn stover_to_ethanol_(7),0.18181818181818182
20241209_000851_corn stover_to_ethanol_(8),20241209_003719_corn stover_to_ethanol_(8),0.3157894736842105
20241209_000851_corn stover_to_ethanol_(8),20241209_003719_corn stover_to_ethanol_(9),0.3333333333333333
20241209_000851_corn stover_to_ethanol_(8),20241209_004018_corn stover_to_ethanol_(1),0.3
20241209_000851_corn stover_to_ethanol_(8),20241209_004018_corn stover_to_ethanol_(10),0.2631578947368421
20241209_000851_corn stover_to_ethanol_(8),20241209_004018_corn stover_to_ethanol_(11),0.2608695652173913
20241209_000851_corn stover_to_ethanol_(8),20241209_004018_corn stover_to_ethanol_(12),0.21739130434782608
20241209_000851_corn stover_to_ethanol_(8),20241209_004018_corn stover_to_ethanol_(13),0.18181818181818182
20241209_000851_corn stover_to_ethanol_(8),20241209_004018_corn stover_to_ethanol_(14),0.2
20241209_000851_corn stover_to_ethanol_(8),20241209_004018_corn stover_to_ethanol_(15),0.21739130434782608
20241209_000851_corn stover_to_ethanol_(8),20241209_004018_corn stover_to_ethanol_(16),0.3
20241209_000851_corn stover_to_ethanol_(8),20241209_004018_corn stover_to_ethanol_(17),0.3333333333333333
20241209_000851_corn stover_to_ethanol_(8),20241209_004018_corn stover_to_ethanol_(18),0.42105263157894735
20241209_000851_corn stover_to_ethanol_(8),20241209_004018_corn stover_to_ethanol_(19),0.18181818181818182
20241209_000851_corn stover_to_ethanol_(8),20241209_004018_corn stover_to_ethanol_(2),0.3888888888888889
20241209_000851_corn stover_to_ethanol_(8),20241209_004018_corn stover_to_ethanol_(20),0.3684210526315789
20241209_000851_corn stover_to_ethanol_(8),20241209_004018_corn stover_to_ethanol_(3),0.18181818181818182
20241209_000851_corn stover_to_ethanol_(8),20241209_004018_corn stover_to_ethanol_(4),0.23809523809523808
20241209_000851_corn stover_to_ethanol_(8),20241209_004018_corn stover_to_ethanol_(5),0.3181818181818182
20241209_000851_corn stover_to_ethanol_(8),20241209_004018_corn stover_to_ethanol_(6),0.21739130434782608
20241209_000851_corn stover_to_ethanol_(8),20241209_004018_corn stover_to_ethanol_(7),0.3333333333333333
20241209_000851_corn stover_to_ethanol_(8),20241209_004018_corn stover_to_ethanol_(8),0.3157894736842105
20241209_000851_corn stover_to_ethanol_(8),20241209_004018_corn stover_to_ethanol_(9),0.47058823529411764
20241209_000851_corn stover_to_ethanol_(9),20241209_001652_corn stover_to_ethanol_(1),0.2857142857142857
20241209_000851_corn stover_to_ethanol_(9),20241209_001652_corn stover_to_ethanol_(10),0.5294117647058824
20241209_000851_corn stover_to_ethanol_(9),20241209_001652_corn stover_to_ethanol_(11),0.7142857142857143
20241209_000851_corn stover_to_ethanol_(9),20241209_001652_corn stover_to_ethanol_(12),0.6
20241209_000851_corn stover_to_ethanol_(9),20241209_001652_corn stover_to_ethanol_(13),0.3888888888888889
20241209_000851_corn stover_to_ethanol_(9),20241209_001652_corn stover_to_ethanol_(14),0.6428571428571429
20241209_000851_corn stover_to_ethanol_(9),20241209_001652_corn stover_to_ethanol_(15),0.5
20241209_000851_corn stover_to_ethanol_(9),20241209_001652_corn stover_to_ethanol_(16),0.4666666666666667
20241209_000851_corn stover_to_ethanol_(9),20241209_001652_corn stover_to_ethanol_(17),0.4117647058823529
20241209_000851_corn stover_to_ethanol_(9),20241209_001652_corn stover_to_ethanol_(18),0.4375
20241209_000851_corn stover_to_ethanol_(9),20241209_001652_corn stover_to_ethanol_(19),0.25
20241209_000851_corn stover_to_ethanol_(9),20241209_001652_corn stover_to_ethanol_(2),0.6666666666666666
20241209_000851_corn stover_to_ethanol_(9),20241209_001652_corn stover_to_ethanol_(20),0.5
20241209_000851_corn stover_to_ethanol_(9),20241209_001652_corn stover_to_ethanol_(3),0.3684210526315789
20241209_000851_corn stover_to_ethanol_(9),20241209_001652_corn stover_to_ethanol_(4),0.25
20241209_000851_corn stover_to_ethanol_(9),20241209_001652_corn stover_to_ethanol_(5),0.6923076923076923
20241209_000851_corn stover_to_ethanol_(9),20241209_001652_corn stover_to_ethanol_(6),0.5333333333333333
20241209_000851_corn stover_to_ethanol_(9),20241209_001652_corn stover_to_ethanol_(7),0.4117647058823529
20241209_000851_corn stover_to_ethanol_(9),20241209_001652_corn stover_to_ethanol_(8),0.42105263157894735
20241209_000851_corn stover_to_ethanol_(9),20241209_001652_corn stover_to_ethanol_(9),0.6666666666666666
20241209_000851_corn stover_to_ethanol_(9),20241209_003530_corn stover_to_ethanol_(1),0.4444444444444444
20241209_000851_corn stover_to_ethanol_(9),20241209_003530_corn stover_to_ethanol_(10),0.625
20241209_000851_corn stover_to_ethanol_(9),20241209_003530_corn stover_to_ethanol_(11),0.5
20241209_000851_corn stover_to_ethanol_(9),20241209_003530_corn stover_to_ethanol_(12),0.5294117647058824
20241209_000851_corn stover_to_ethanol_(9),20241209_003530_corn stover_to_ethanol_(13),0.6
20241209_000851_corn stover_to_ethanol_(9),20241209_003530_corn stover_to_ethanol_(14),0.4117647058823529
20241209_000851_corn stover_to_ethanol_(9),20241209_003530_corn stover_to_ethanol_(15),0.47058823529411764
20241209_000851_corn stover_to_ethanol_(9),20241209_003530_corn stover_to_ethanol_(16),0.6428571428571429
20241209_000851_corn stover_to_ethanol_(9),20241209_003530_corn stover_to_ethanol_(17),0.3888888888888889
20241209_000851_corn stover_to_ethanol_(9),20241209_003530_corn stover_to_ethanol_(18),0.625
20241209_000851_corn stover_to_ethanol_(9),20241209_003530_corn stover_to_ethanol_(19),0.4117647058823529
20241209_000851_corn stover_to_ethanol_(9),20241209_003530_corn stover_to_ethanol_(2),0.5333333333333333
20241209_000851_corn stover_to_ethanol_(9),20241209_003530_corn stover_to_ethanol_(20),0.5333333333333333
20241209_000851_corn stover_to_ethanol_(9),20241209_003530_corn stover_to_ethanol_(3),0.25
20241209_000851_corn stover_to_ethanol_(9),20241209_003530_corn stover_to_ethanol_(4),0.25
20241209_000851_corn stover_to_ethanol_(9),20241209_003530_corn stover_to_ethanol_(5),0.6428571428571429
20241209_000851_corn stover_to_ethanol_(9),20241209_003530_corn stover_to_ethanol_(6),0.6
20241209_000851_corn stover_to_ethanol_(9),20241209_003530_corn stover_to_ethanol_(7),0.19047619047619047
20241209_000851_corn stover_to_ethanol_(9),20241209_003530_corn stover_to_ethanol_(8),0.7692307692307693
20241209_000851_corn stover_to_ethanol_(9),20241209_003530_corn stover_to_ethanol_(9),0.625
20241209_000851_corn stover_to_ethanol_(9),20241209_003719_corn stover_to_ethanol_(1),0.7142857142857143
20241209_000851_corn stover_to_ethanol_(9),20241209_003719_corn stover_to_ethanol_(10),0.42105263157894735
20241209_000851_corn stover_to_ethanol_(9),20241209_003719_corn stover_to_ethanol_(11),0.5
20241209_000851_corn stover_to_ethanol_(9),20241209_003719_corn stover_to_ethanol_(12),0.8333333333333334
20241209_000851_corn stover_to_ethanol_(9),20241209_003719_corn stover_to_ethanol_(13),0.47368421052631576
20241209_000851_corn stover_to_ethanol_(9),20241209_003719_corn stover_to_ethanol_(14),0.625
20241209_000851_corn stover_to_ethanol_(9),20241209_003719_corn stover_to_ethanol_(15),0.47058823529411764
20241209_000851_corn stover_to_ethanol_(9),20241209_003719_corn stover_to_ethanol_(16),0.7692307692307693
20241209_000851_corn stover_to_ethanol_(9),20241209_003719_corn stover_to_ethanol_(17),0.4
20241209_000851_corn stover_to_ethanol_(9),20241209_003719_corn stover_to_ethanol_(18),0.5294117647058824
20241209_000851_corn stover_to_ethanol_(9),20241209_003719_corn stover_to_ethanol_(19),0.45
20241209_000851_corn stover_to_ethanol_(9),20241209_003719_corn stover_to_ethanol_(2),0.47058823529411764
20241209_000851_corn stover_to_ethanol_(9),20241209_003719_corn stover_to_ethanol_(20),0.5625
20241209_000851_corn stover_to_ethanol_(9),20241209_003719_corn stover_to_ethanol_(3),0.4444444444444444
20241209_000851_corn stover_to_ethanol_(9),20241209_003719_corn stover_to_ethanol_(4),0.4117647058823529
20241209_000851_corn stover_to_ethanol_(9),20241209_003719_corn stover_to_ethanol_(5),0.47058823529411764
20241209_000851_corn stover_to_ethanol_(9),20241209_003719_corn stover_to_ethanol_(6),0.6428571428571429
20241209_000851_corn stover_to_ethanol_(9),20241209_003719_corn stover_to_ethanol_(7),0.3888888888888889
20241209_000851_corn stover_to_ethanol_(9),20241209_003719_corn stover_to_ethanol_(8),0.4117647058823529
20241209_000851_corn stover_to_ethanol_(9),20241209_003719_corn stover_to_ethanol_(9),0.6428571428571429
20241209_000851_corn stover_to_ethanol_(9),20241209_004018_corn stover_to_ethanol_(1),0.5625
20241209_000851_corn stover_to_ethanol_(9),20241209_004018_corn stover_to_ethanol_(10),0.6428571428571429
20241209_000851_corn stover_to_ethanol_(9),20241209_004018_corn stover_to_ethanol_(11),0.5555555555555556
20241209_000851_corn stover_to_ethanol_(9),20241209_004018_corn stover_to_ethanol_(12),0.35
20241209_000851_corn stover_to_ethanol_(9),20241209_004018_corn stover_to_ethanol_(13),0.47058823529411764
20241209_000851_corn stover_to_ethanol_(9),20241209_004018_corn stover_to_ethanol_(14),0.2777777777777778
20241209_000851_corn stover_to_ethanol_(9),20241209_004018_corn stover_to_ethanol_(15),0.2857142857142857
20241209_000851_corn stover_to_ethanol_(9),20241209_004018_corn stover_to_ethanol_(16),0.47058823529411764
20241209_000851_corn stover_to_ethanol_(9),20241209_004018_corn stover_to_ethanol_(17),0.5
20241209_000851_corn stover_to_ethanol_(9),20241209_004018_corn stover_to_ethanol_(18),0.625
20241209_000851_corn stover_to_ethanol_(9),20241209_004018_corn stover_to_ethanol_(19),0.25
20241209_000851_corn stover_to_ethanol_(9),20241209_004018_corn stover_to_ethanol_(2),0.6
20241209_000851_corn stover_to_ethanol_(9),20241209_004018_corn stover_to_ethanol_(20),0.5625
20241209_000851_corn stover_to_ethanol_(9),20241209_004018_corn stover_to_ethanol_(3),0.3888888888888889
20241209_000851_corn stover_to_ethanol_(9),20241209_004018_corn stover_to_ethanol_(4),0.47058823529411764
20241209_000851_corn stover_to_ethanol_(9),20241209_004018_corn stover_to_ethanol_(5),0.47368421052631576
20241209_000851_corn stover_to_ethanol_(9),20241209_004018_corn stover_to_ethanol_(6),0.35
20241209_000851_corn stover_to_ethanol_(9),20241209_004018_corn stover_to_ethanol_(7),0.7692307692307693
20241209_000851_corn stover_to_ethanol_(9),20241209_004018_corn stover_to_ethanol_(8),0.7142857142857143
20241209_000851_corn stover_to_ethanol_(9),20241209_004018_corn stover_to_ethanol_(9),0.7142857142857143
20241209_001652_corn stover_to_ethanol_(1),20241209_001652_corn stover_to_ethanol_(10),0.2916666666666667
20241209_001652_corn stover_to_ethanol_(1),20241209_001652_corn stover_to_ethanol_(11),0.2608695652173913
20241209_001652_corn stover_to_ethanol_(1),20241209_001652_corn stover_to_ethanol_(12),0.38095238095238093
20241209_001652_corn stover_to_ethanol_(1),20241209_001652_corn stover_to_ethanol_(13),0.25
20241209_001652_corn stover_to_ethanol_(1),20241209_001652_corn stover_to_ethanol_(14),0.2727272727272727
20241209_001652_corn stover_to_ethanol_(1),20241209_001652_corn stover_to_ethanol_(15),0.16
20241209_001652_corn stover_to_ethanol_(1),20241209_001652_corn stover_to_ethanol_(16),0.42105263157894735
20241209_001652_corn stover_to_ethanol_(1),20241209_001652_corn stover_to_ethanol_(17),0.2608695652173913
20241209_001652_corn stover_to_ethanol_(1),20241209_001652_corn stover_to_ethanol_(18),0.21739130434782608
20241209_001652_corn stover_to_ethanol_(1),20241209_001652_corn stover_to_ethanol_(19),0.25
20241209_001652_corn stover_to_ethanol_(1),20241209_001652_corn stover_to_ethanol_(2),0.25
